gx,gy
68.66525390896659,1.580867846046599
69.04982142649835,1.588462582373225
69.43438894403013,1.596659073883419
69.8189564615619,1.608754889238353
70.20352397909366,1.619729291266555
70.58809149662544,1.629756429660005
70.9726590141572,1.643764994840913
71.35722653168898,1.664898838000386
71.74179404922074,1.684312181262934
72.12636156675251,1.70226378263097
72.51092908428429,1.718968781616201
72.89549660181605,1.734608115885149
73.28006411934781,1.749335685120277
73.66463163687959,1.763283880629154
74.04919915441135,1.774369073062507
74.43376667194312,1.774187012410628
74.8183341894749,1.774112661400297
75.20290170700666,1.774139423425022
75.58746922453842,1.774262472884611
75.9720367420702,1.774478508249284
76.35660425960197,1.770381218946018
76.74117177713373,1.764493290512436
77.12573929466551,1.759000101677247
77.51030681219727,1.753853104499151
77.89487432972905,1.749010090497218
78.27944184726081,1.744434014140092
78.66400936479258,1.740092034399197
79.04857688232435,1.735954721518873
79.43314439985612,1.731995388312116
79.81771191738788,1.728189513819897
80.20227943491966,1.724514233022967
80.58684695245142,1.720947870068154
80.97141446998319,1.717469494515048
81.35598198751497,1.714058480566226
81.74054950504673,1.710694048061629
82.12511702257851,1.707336325280124
82.50968454011027,1.70385334679133
82.89425205764203,1.700380714338367
83.2788195751738,1.698310419997711
83.66338709270558,1.698217366782205
84.04795461023734,1.69834225551516
84.43252212776912,1.69869930639072
84.81708964530088,1.699307228286261
85.20165716283265,1.700190202849951
85.58622468036442,1.701379223988546
85.97079219789619,1.702913934565157
86.35535971542795,1.705027135498925
86.73992723295973,1.703831204523727
87.12449475049149,1.700285179665811
87.50906226802326,1.693760716392227
87.89362978555504,1.686905798427289
88.2781973030868,1.679644871657037
88.66276482061858,1.671887220489285
89.04733233815034,1.663522201522952
89.4318998556821,1.654412676335212
89.81646737321387,1.641130954752911
90.20103489074565,1.625910473451504
90.58560240827741,1.605989510784975
90.97016992580919,1.579792371208918
91.35473744334095,1.550864859491648
91.73930496087272,1.518636472177314
92.12387247840449,1.482378285208363
92.50843999593626,1.44114261919326
92.89300751346804,1.393673017392637
93.2775750309998,1.338265948467134
93.66214254853156,1.288046820871199
94.04671006606333,1.243200016999458
94.4312775835951,1.203292633913192
94.81584510112687,1.162400310421702
95.20041261865865,1.114543327284588
95.58498013619041,1.057627974576193
95.96954765372217,.9886409994988211
96.35411517125394,.920838583924919
96.73868268878572,1.006438057373391
97.12325020631748,1.119818262980629
97.50781772384926,1.242577539269687
97.89238524138102,1.423026680580665
98.27695275891278,1.653264198702704
98.66152027644456,1.926495181017009
99.04608779397633,2.303605157205802
99.4306553115081,2.700267861620557
99.81522282903987,3.125811641600999
100.1997903465716,3.592089339020285
100.5843578641034,4.114837569533758
100.9689253816352,4.563182873983488
101.3534928991669,4.78700145869568
101.7380604166987,5.003110888138827
102.1226279342305,5.214610956843909
102.5071954517622,5.42423654435079
102.891762969294,5.634497036722339
103.2763304868258,5.643837868097547
103.6608980043576,5.631089042307315
104.0454655218893,5.619698913765747
104.4300330394211,5.609431701871701
104.8146005569529,5.600100889550784
105.1991680744846,5.591556792710333
105.5837355920164,5.5836776897906
105.9683031095482,5.576363373002388
106.3528706270799,5.569530380219019
106.7374381446117,5.563108414255139
107.1220056621435,5.557037614475743
107.5065731796752,5.551266448890393
107.891140697207,5.545750063530888
108.2757082147388,5.540448972358242
108.6602757322705,5.535328002862352
109.0448432498023,5.530355434744566
109.4294107673341,5.525502284723509
109.8139782848659,5.520741701611987
