b,ll,ul,bin
-.0272414366823934,-.223568071962315,.1690851985975283,1
-.2049016020917539,-.5031774520387448,.093374247855237,2
-.2142592781059038,-.2823931262812842,-.1461254299305234,3
.0215617085316338,-.24933793806793,.2924613551311976,4
.1463857275031607,-.0485249017297527,.3412963567360742,5
