gx,gy
68.66525268554688,.0960568392427142
69.04982017632106,.0967833792861633
69.43438766709524,.0973857320047655
69.81895515786942,.0977203489766562
70.20352264864361,.0980275919176614
70.58809013941779,.0983121978000716
70.97265763019197,.098635982548171
71.35722512096616,.0990380659699111
71.74179261174034,.099412609892051
72.12636010251452,.0997641360795963
72.51092759328871,.1000964378151365
72.89549508406289,.1004127405215753
73.28006257483707,.1007158245620636
73.66463006561126,.1010081206639049
74.04919755638544,.1014488054489579
74.43376504715962,.1028777297054821
74.81833253793381,.1042132610701439
75.20290002870799,.1054699625963475
75.58746751948217,.1066602547923507
75.97203501025636,.1077948717741808
76.35660250103054,.1091554396737195
76.74116999180472,.1105801255653307
77.12573748257891,.1119404399760775
77.5103049733531,.1132479358357364
77.89487246412727,.1145129130774857
78.27943995490146,.1157447104700178
78.66400744567565,.1169519490847265
79.04857493644982,.1181427413593827
79.43314242722401,.1193248767886449
79.8177099179982,.1205059933709311
80.20227740877237,.1216937428279343
80.58684489954656,.1228959571512874
80.97141239032075,.1241208241664868
81.35597988109492,.1253770805560492
81.74054737186911,.1266742322476101
82.1251148626433,.1279690663005569
82.50968235341747,.1288839376068257
82.89424984419166,.1298327651488607
83.27881733496585,.1307252516415056
83.66338482574002,.1315244068931208
84.04795231651421,.1323587553941454
84.4325198072884,.1332362084638784
84.81708729806257,.1341659922958212
85.20165478883676,.1351590301547043
85.58622227961095,.1362284482917743
85.97078977038512,.1373902577285345
86.35535726115931,.1386852960438513
86.7399247519335,.1406203212846152
87.12449224270767,.1423862685524446
87.50905973348186,.1435003828365123
87.89362722425605,.1446969828698995
88.27819471503022,.1459913032420453
88.66276220580441,.147401827441824
89.0473296965786,.1489512765569176
89.43189718735277,.1506679717318142
89.81646467812696,.1518566820513924
90.20103216890115,.1530194600183583
90.58559965967532,.1540235903347114
90.97016715044951,.1547340393064227
91.3547346412237,.1555155745542704
91.73930213199787,.156382719986913
92.12386962277206,.1573538974676422
92.50843711354625,.15845286335359
92.89300460432042,.1597108263540196
93.27757209509461,.1611696567235784
93.6621395858688,.1627489130850527
94.04670707664297,.1644645792214153
94.43127456741716,.1659683475153042
94.81584205819135,.1674865429079341
95.20040954896552,.1692420052994215
95.58497703973971,.1712999785501237
95.9695445305139,.1737516084329488
96.35411202128807,.175537219575043
96.73867951206226,.1776613425114163
97.12324700283645,.1802372242966875
97.50781449361062,.183077582885372
97.89238198438481,.1855827236086442
98.276949475159,.1878134762456165
98.66151696593317,.1903426625359702
99.04608445670736,.1933676240713459
99.43065194748155,.1965497593457375
99.81521943825572,.1999635825257363
100.1997869290299,.2037037801707813
100.5843544198041,.2078960348643109
100.9689219105783,.2115804777125168
101.3534894013525,.2140786000767253
101.7380568921267,.2165185915942232
102.1226243829008,.2189336665489866
102.507191873675,.2213541399886768
